artists,titles,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,clusters,id
38 Special,Caught Up In You,3jYRpwbctfqB77uU7T7K3U,0.425,0.681,-8.604,0.0316,0.0229,0.000219,0.0543,0.933,131.011,279333.0,4.0,3jYRpwbctfqB77uU7T7K3U
Jimi Hendrix,Foxey Lady,23MrkN7g6Q5U7GLIxNHN1B,0.507,0.847,-5.987,0.0411,0.0751,0.237,0.372,0.566,98.096,198773.0,6.0,23MrkN7g6Q5U7GLIxNHN1B
Nickelback,Miss You,2mXrCVwo98mK1C4fkwHjjv,0.535,0.943,-3.359,0.0288,0.13,0.0,0.0812,0.807,164.177,242213.0,4.0,2mXrCVwo98mK1C4fkwHjjv
Colony House,You Know It,1begrRmOMxZvLjUvFSUaEj,0.404,0.962,-2.901,0.0978,0.0352,0.0,0.146,0.572,158.121,182267.0,2.0,1begrRmOMxZvLjUvFSUaEj
Brandy,Have You Ever,6tBD4yjOf9P8rWwUlXdJFm,0.698,0.533,-6.246,0.0437,0.542,0.0,0.333,0.275,134.001,273440.0,1.0,6tBD4yjOf9P8rWwUlXdJFm
Kehlani,Bright,0oz4ZqHuUaz3uEkP2vD0u8,0.446,0.435,-5.874,0.107,0.621,0.0,0.107,0.232,50.176,257179.0,1.0,0oz4ZqHuUaz3uEkP2vD0u8
OneRepublic,What You Wanted,21fq2CKL93mfnYHItpitxg,0.554,0.85,-7.428,0.0401,0.00243,0.172,0.108,0.244,120.011,241107.0,6.0,21fq2CKL93mfnYHItpitxg
Tracy Chapman,Baby Can I Hold You,2DjWsDGgL1xNbhnr7f6t5F,0.692,0.422,-10.533,0.0333,0.0811,0.0,0.0848,0.468,74.375,193120.0,6.0,2DjWsDGgL1xNbhnr7f6t5F
Sons Of Maria,You & I - Radio Mix,4QWTC4uFOUUgt0KL745RfK,0.689,0.761,-6.238,0.0318,0.00739,0.197,0.114,0.238,118.949,203697.0,6.0,4QWTC4uFOUUgt0KL745RfK
Lindal,The Way You Move,4P1VRK8PnYhIOOPEO5gGWq,0.846,0.714,-5.176,0.0324,0.285,4.36e-05,0.147,0.81,118.048,160169.0,4.0,4P1VRK8PnYhIOOPEO5gGWq
Meghan Trainor,Kindly Calm Me Down,5dNsvzQqFLEmzyM5pCtODi,0.521,0.535,-5.397,0.033,0.229,0.0,0.0783,0.213,149.612,238947.0,2.0,5dNsvzQqFLEmzyM5pCtODi
Jazz Cartier,• Better When You Lie,1q4VecBuua58g3EZfdPMSN,0.691,0.565,-10.512,0.104,0.16,0.0,0.165,0.21,110.028,253640.0,6.0,1q4VecBuua58g3EZfdPMSN
Meghan Trainor,No Good For You,5lOK3NCvbvgK6cohyTTQ4Z,0.483,0.491,-5.041,0.0582,0.203,0.0,0.106,0.787,95.237,216280.0,6.0,5lOK3NCvbvgK6cohyTTQ4Z
Ellie Goulding,Still Falling For You - Laibert Remix,2BhkQtorT9Vka8GLUzUeH4,0.686,0.817,-5.659,0.0321,0.023,0.0183,0.0395,0.609,120.013,206080.0,4.0,2BhkQtorT9Vka8GLUzUeH4
Luke Bryan,Someone Else Calling You Baby,7DkzLcSXS4KhSvbvIJja3M,0.498,0.916,-3.728,0.0662,0.052,1.31e-06,0.0734,0.352,115.045,229253.0,6.0,7DkzLcSXS4KhSvbvIJja3M
Sam Feldt,Drive You Home,3uvGesuyyBMHL1QX5x9hgM,0.734,0.761,-5.021,0.0431,0.0102,0.000453,0.183,0.571,121.99,200695.0,4.0,3uvGesuyyBMHL1QX5x9hgM
Leonard Cohen,Treaty,6SgVfpDBuqwuTicIPVHK8K,0.368,0.18,-17.869,0.0862,0.824,0.00127,0.106,0.14,72.981,242333.0,7.0,6SgVfpDBuqwuTicIPVHK8K
Mayer Hawthorne,The Walk,7tBZa65xUKMMan9tIMPqbi,0.849,0.6,-5.682,0.0319,0.42,8.72e-06,0.108,0.965,110.02,218413.0,0.0,7tBZa65xUKMMan9tIMPqbi
The Weepies,Gotta Have You,4t98RbiU8q7a1STVYNS45q,0.679,0.363,-10.9,0.0318,0.872,9.52e-05,0.0798,0.543,75.004,199787.0,1.0,4t98RbiU8q7a1STVYNS45q
Jay Park,Solo (feat. Hoody),4Y6Voc2xpc4lPD5iKpN4o2,0.662,0.716,-4.942,0.118,0.12,0.0,0.396,0.727,102.1,219488.0,0.0,4Y6Voc2xpc4lPD5iKpN4o2
BROODS,Taking You There,6NYtqWYqMbnzoEU9jXla80,0.464,0.462,-9.471,0.0344,0.36,0.0149,0.309,0.293,117.842,189081.0,1.0,6NYtqWYqMbnzoEU9jXla80
Freddie Hubbard,Dedicated To You,7KZR1DItdJhanFvXt2fMPH,0.467,0.151,-15.177,0.0435,0.985,0.935,0.0965,0.107,52.088,202773.0,7.0,7KZR1DItdJhanFvXt2fMPH
Kilter,Fool for You,1o4cSqwgkMQFVvRB1q0t9v,0.456,0.679,-6.908,0.103,0.0599,9.03e-06,0.0902,0.297,83.655,224000.0,6.0,1o4cSqwgkMQFVvRB1q0t9v
Dyrisk,Over You,0FJiaK1wNJqiAzn4xMZa35,0.712,0.852,-5.723,0.0786,0.147,0.0165,0.102,0.153,122.461,192157.0,6.0,0FJiaK1wNJqiAzn4xMZa35
Simon A,So into You,1A2SxYGp8DSuLNwPdsk0KR,0.548,0.694,-7.687,0.0569,0.024,0.0,0.101,0.195,149.992,183067.0,2.0,1A2SxYGp8DSuLNwPdsk0KR
Tom Petty,You Wreck Me,0YkbYk24ODhuewb79zZZzM,0.479,0.89,-4.527,0.0374,0.000605,0.000345,0.0932,0.795,164.491,202893.0,4.0,0YkbYk24ODhuewb79zZZzM
Tyrese,How You Gonna Act Like That,3OUApyz3jDB3syGUNGqB1d,0.733,0.521,-3.657,0.0457,0.107,0.0,0.0692,0.525,112.913,294693.0,6.0,3OUApyz3jDB3syGUNGqB1d
Hamilton Leithauser + Rostam,In a Black Out,1idBirsBGvCMsLvv4cTv7k,0.498,0.291,-10.974,0.029,0.781,0.169,0.116,0.426,87.967,196747.0,1.0,1idBirsBGvCMsLvv4cTv7k
Christian Scott aTunde Adjuah,Isadora,7G9VsVr1m6YzaJgHyRgz4y,0.278,0.239,-15.248,0.0353,0.901,0.141,0.18,0.204,169.229,373880.0,1.0,7G9VsVr1m6YzaJgHyRgz4y
Jack Johnson,You And Your Heart,3daDd8yhWLgeWyCeZp9eIj,0.78,0.572,-5.999,0.0316,0.363,0.000457,0.0787,0.863,107.067,192853.0,0.0,3daDd8yhWLgeWyCeZp9eIj
Jimi Hendrix,The Wind Cries Mary,5H6Jp0syB5yEPk7SWYdlmk,0.499,0.495,-10.508,0.0501,0.348,0.0286,0.2,0.339,80.086,200733.0,1.0,5H6Jp0syB5yEPk7SWYdlmk
Ben Platt,You Will Be Found,1H7Zqkq54andtaSSnLRrfp,0.293,0.624,-7.13,0.0613,0.0865,0.0,0.0874,0.213,87.335,360907.0,6.0,1H7Zqkq54andtaSSnLRrfp
Aron Wright,Welcome Back to You,5xJqqzxBCCpiwCZWfrFkLd,0.382,0.225,-12.53,0.0394,0.885,0.0052,0.11,0.283,116.308,187765.0,1.0,5xJqqzxBCCpiwCZWfrFkLd
Charlotte Day Wilson,Find You,7oghJCDlhQcJbg347EKAqU,0.354,0.444,-7.778,0.0652,0.228,0.000152,0.178,0.0758,103.497,303408.0,1.0,7oghJCDlhQcJbg347EKAqU
Diddy,I'll Be Missing You (feat. 112),3QHONiXGMGU3z68mQInncF,0.862,0.479,-9.199,0.0645,0.0523,0.00126,0.589,0.924,109.877,301520.0,3.0,3QHONiXGMGU3z68mQInncF
BTS,Awake,63wbpepcTBPxDMYr9qcFK4,0.357,0.498,-6.589,0.0332,0.023,1.99e-06,0.269,0.339,142.816,226161.0,2.0,63wbpepcTBPxDMYr9qcFK4
Bill Charlap,"I Was So Young, And You Were So Beautiful",4N7iWwgqcWr3p5JzngOSEF,0.317,0.0302,-30.447,0.0342,0.94,0.298,0.0792,0.165,47.859,234373.0,7.0,4N7iWwgqcWr3p5JzngOSEF
Rexx Life Raj,Waiting for You,3PgmQl12KXQofJDeBROKcU,0.774,0.631,-10.121,0.119,0.828,0.000291,0.131,0.641,127.979,211470.0,0.0,3PgmQl12KXQofJDeBROKcU
Christina Aguilera,Bound To You - Burlesque Original Motion Picture Soundtrack,6FJbvdUSkr1tyXdVZ2UlBR,0.286,0.411,-4.94,0.0315,0.834,0.0,0.132,0.0703,164.1,263827.0,1.0,6FJbvdUSkr1tyXdVZ2UlBR
PVRIS,You and I,4xJWfVNC52PSK5ObyOKQsw,0.52,0.827,-7.225,0.0514,0.0412,0.0235,0.0999,0.411,101.99,270000.0,6.0,4xJWfVNC52PSK5ObyOKQsw
Nils Frahm,You,6H179fTdaQXT4QHnNxNX4D,0.478,0.0267,-24.094,0.0515,0.991,0.894,0.15,0.219,84.493,189155.0,7.0,6H179fTdaQXT4QHnNxNX4D
Ice Cube,You Know How We Do It,2Ih217RCGAmyQR68Nn7Cqo,0.747,0.52,-10.523,0.0357,0.0977,0.0537,0.142,0.601,92.869,232773.0,0.0,2Ih217RCGAmyQR68Nn7Cqo
TOTO,Stop Loving You,73bzcsDjx9FqzqKWcPLMiH,0.555,0.649,-13.345,0.0302,0.234,0.0695,0.0554,0.596,101.743,269227.0,6.0,73bzcsDjx9FqzqKWcPLMiH
Erykah Badu,Hello,44s8AnWjkj68J5N9JKX8Zw,0.437,0.526,-5.876,0.174,0.643,0.0,0.325,0.394,76.161,319959.0,1.0,44s8AnWjkj68J5N9JKX8Zw
Lost Frequencies,Are You with Me - Dimaro Remix,1ooqE4LEUfZUDxWZQDJrih,0.773,0.873,-4.121,0.145,0.00588,0.0186,0.0395,0.534,128.02,282745.0,0.0,1ooqE4LEUfZUDxWZQDJrih
Lecrae,All I Need Is You,7tmn5vxGo2lYaDwZm9jwtk,0.696,0.558,-7.498,0.115,0.0448,0.0,0.241,0.588,78.532,224563.0,0.0,7tmn5vxGo2lYaDwZm9jwtk
The Jackson 5,I Want You Back,5zF200It0lex62TAEflGTt,0.66,0.632,-7.028,0.0308,0.475,0.000731,0.283,0.926,98.272,179747.0,4.0,5zF200It0lex62TAEflGTt
Carrie Underwood,See You Again,7jP7iCJ1cXVXYHWIkYtP6d,0.514,0.742,-2.525,0.0258,0.27,1.7e-06,0.085,0.47,101.0,246453.0,6.0,7jP7iCJ1cXVXYHWIkYtP6d
Scorpions,No One Like You,26fZwf1ImE4aUJ4XaqOkUg,0.505,0.631,-10.433,0.038,0.0203,2.21e-05,0.141,0.835,118.178,237467.0,4.0,26fZwf1ImE4aUJ4XaqOkUg
Reekado Banks,Oluwa Ni (Wemi You),5Ye1Zip8hyayZ8XMhb5jfw,0.879,0.724,-4.403,0.0552,0.19,0.0,0.0714,0.683,111.964,197467.0,0.0,5Ye1Zip8hyayZ8XMhb5jfw
Taking Back Sunday,A Decade Under The Influence,6b32MS6bkFRyvSovIqXrIT,0.491,0.904,-4.729,0.0765,0.00929,0.0,0.106,0.607,156.031,247760.0,2.0,6b32MS6bkFRyvSovIqXrIT
The Amazing,Circles,5zZ9myu2TwS66Mt0NNRklI,0.39,0.475,-9.528,0.0293,0.297,0.0624,0.135,0.271,124.368,380640.0,1.0,5zZ9myu2TwS66Mt0NNRklI
James Morrison,You Give Me Something,28euH5Ny1JXxZAt2KjWp62,0.559,0.671,-7.109,0.1,0.21,0.0,0.0869,0.577,79.493,212933.0,6.0,28euH5Ny1JXxZAt2KjWp62
Big & Rich,Look at You,36vHC0fHnFd1m7bLKJP8mD,0.503,0.819,-4.917,0.0502,0.0732,0.0,0.0974,0.74,164.086,222707.0,4.0,36vHC0fHnFd1m7bLKJP8mD
Wiz Khalifa,Remember You (feat. The Weeknd),0g6mKqhGtUIEoLSmV8ozi8,0.726,0.775,-4.174,0.269,0.217,0.0,0.212,0.777,127.943,289600.0,0.0,0g6mKqhGtUIEoLSmV8ozi8
blink-182,I Miss You,0JPGnBMbeWiKSrLGfSVVV6,0.652,0.766,-6.481,0.0346,0.000781,5.98e-06,0.074,0.641,110.016,227813.0,6.0,0JPGnBMbeWiKSrLGfSVVV6
The Chainsmokers,Until You Were Gone (feat. Emily Warren),2ndF5ctDJrYK3eJhRbp1jO,0.569,0.635,-7.382,0.0461,0.0492,0.0,0.0569,0.363,128.085,217040.0,6.0,2ndF5ctDJrYK3eJhRbp1jO
Matchbox Twenty,Unwell,6Bm6qUCSatPAqkQllFL7oA,0.256,0.788,-5.263,0.0403,0.0298,0.0,0.707,0.429,80.718,228707.0,3.0,6Bm6qUCSatPAqkQllFL7oA
Mr Eazi,Sample You (Remix) [feat. Lil Kesh],3p0vpu77TqxYnNhBgqQV6T,0.91,0.809,-3.853,0.0704,0.0529,2.6e-05,0.0375,0.706,105.512,213812.0,0.0,3p0vpu77TqxYnNhBgqQV6T
Gin Blossoms,Follow You Down,2D4TNVila1F8YqumZTppOo,0.447,0.935,-5.294,0.0551,0.021,0.0,0.049,0.556,155.818,270933.0,2.0,2D4TNVila1F8YqumZTppOo
The Hunna,You & Me,2khDPFbepJ22ODMOuX9E9D,0.411,0.885,-3.278,0.0747,0.000946,0.0,0.156,0.487,146.01,181853.0,2.0,2khDPFbepJ22ODMOuX9E9D
Tim Halperin,With You,1Lrlf5TNDdhMMSfetFW6Gs,0.461,0.627,-7.716,0.0295,0.011,0.00981,0.259,0.377,172.022,184616.0,2.0,1Lrlf5TNDdhMMSfetFW6Gs
Zac Brown Band,As She's Walking Away (feat. Alan Jackson),5qYiVdWxd84wRWGIQ9Hts6,0.553,0.619,-7.101,0.0308,0.474,0.0,0.123,0.374,183.91,223827.0,2.0,5qYiVdWxd84wRWGIQ9Hts6
Lady Gaga,You And I,6szOfaZn6H3rZXnUqgJ4R7,0.521,0.701,-5.238,0.0458,0.0892,0.0,0.0876,0.518,127.087,307360.0,6.0,6szOfaZn6H3rZXnUqgJ4R7
Meghan Trainor,Hopeless Romantic,0uWvOSAF7HHTof2lwM9Ws9,0.388,0.315,-8.247,0.0319,0.738,0.0,0.115,0.526,175.072,245120.0,1.0,0uWvOSAF7HHTof2lwM9Ws9
Bad Religion,Fuck You,0Yk3FzkNpuZUYY59j9p6eN,0.563,0.952,-3.64,0.0962,0.00146,2.16e-06,0.348,0.744,124.455,133987.0,4.0,0Yk3FzkNpuZUYY59j9p6eN
STARSET,DIE FOR YOU,4cExQhQ0i34yZcoDsHFMV6,0.367,0.798,-6.407,0.048,0.00467,0.0,0.244,0.175,150.044,317440.0,2.0,4cExQhQ0i34yZcoDsHFMV6
Bastille,What Would You Do,2WwzQJt4hG7YC6x16ZTYFM,0.581,0.732,-6.024,0.0417,0.382,0.00254,0.385,0.36,89.994,183333.0,6.0,2WwzQJt4hG7YC6x16ZTYFM
Gob,I Hear You Calling - (Album Version),2uNpnXDPX0WQ5hnvdWSYbH,0.564,0.86,-5.732,0.0479,0.000572,0.00015,0.274,0.691,145.785,191267.0,4.0,2uNpnXDPX0WQ5hnvdWSYbH
We Came As Romans,Glad You Came,18yvIVX9j5dZxVLdzJBLA7,0.542,0.939,-4.166,0.0822,0.000386,3.85e-06,0.0931,0.256,129.983,183480.0,6.0,18yvIVX9j5dZxVLdzJBLA7
West Wing,You & Me,1KiEzwCTpdSrNGSE1stFZj,0.419,0.785,-5.626,0.0418,0.019,0.000255,0.374,0.244,160.094,211125.0,2.0,1KiEzwCTpdSrNGSE1stFZj
Scotty McCreery,See You Tonight,54RCDE1TAewECyX4WDUVm1,0.497,0.816,-6.489,0.0563,0.217,0.0,0.171,0.512,169.966,226320.0,2.0,54RCDE1TAewECyX4WDUVm1
Whitney Houston,I Look to You,2ySDKHsjXDrvEOtgEW2YWg,0.55,0.373,-6.31,0.0286,0.717,0.0,0.096,0.101,101.84,265613.0,1.0,2ySDKHsjXDrvEOtgEW2YWg
BTOB,For You,0tejqLrXfsXT5SEDld8fKk,0.634,0.832,-3.44,0.0355,0.237,0.0,0.085,0.636,79.996,259307.0,6.0,0tejqLrXfsXT5SEDld8fKk
Alice In Chains,Heaven Beside You,1DCdIWCE5UFiObCsTSpKFv,0.551,0.724,-7.09,0.032,0.00451,0.000167,0.116,0.559,111.243,327893.0,6.0,1DCdIWCE5UFiObCsTSpKFv
*NSYNC,I Want You Back - Radio Edit,5AmRtvaQgLmZ7CxOxABq4Y,0.753,0.946,-2.149,0.0402,0.0743,0.000369,0.401,0.865,112.041,199787.0,4.0,5AmRtvaQgLmZ7CxOxABq4Y
Kidz Bop Kids,Treat You Better,4u0SDtAfepgkLhEUigPhEw,0.735,0.851,-4.032,0.103,0.0151,0.0,0.12,0.82,110.484,178800.0,4.0,4u0SDtAfepgkLhEUigPhEw
Nat King Cole,The Christmas Song (Merry Christmas To You),1l2CvcIAL1MtPbtZhh0Z77,0.359,0.15,-15.745,0.041,0.844,1.15e-06,0.108,0.204,139.208,188933.0,1.0,1l2CvcIAL1MtPbtZhh0Z77
Colbie Caillat,Brighter Than The Sun,5YTtTbqxUzJHD3CpbNHerP,0.629,0.793,-5.942,0.0346,0.00952,1.15e-06,0.218,0.588,95.981,231213.0,6.0,5YTtTbqxUzJHD3CpbNHerP
Screaming Trees,Nearly Lost You,4EiLHuUSKTlaGmdR17J2tc,0.192,0.908,-9.127,0.072,3.37e-05,0.000162,0.279,0.481,201.254,246227.0,2.0,4EiLHuUSKTlaGmdR17J2tc
Volbeat,I Only Wanna Be With You,0JRab5KK5TKRiUuLiRw0WD,0.429,0.991,-4.824,0.0874,6.29e-06,0.0141,0.0389,0.607,137.928,164093.0,4.0,0JRab5KK5TKRiUuLiRw0WD
Oh Honey,"Sugar, You",5TRxRgfNBFHkMdc4G80D7H,0.523,0.785,-6.847,0.0422,0.0286,1.85e-06,0.174,0.249,132.967,212062.0,6.0,5TRxRgfNBFHkMdc4G80D7H
Audien,Leaving You - Radio Edit,5LT90ILjiTAuKBONGfGnT9,0.639,0.779,-3.988,0.0537,0.0316,0.0,0.266,0.345,128.052,214787.0,6.0,5LT90ILjiTAuKBONGfGnT9
Trouble,Who You Kiddin,12jIs8mOQoHEyWP842Ckb3,0.68,0.615,-5.061,0.0648,0.0034,0.0,0.156,0.247,155.133,164184.0,2.0,12jIs8mOQoHEyWP842Ckb3
Neovaii,Not You,3d93SycnChD1X6cJtrR5j5,0.57,0.886,-4.541,0.0411,0.0109,0.0947,0.087,0.0408,140.011,192000.0,6.0,3d93SycnChD1X6cJtrR5j5
Michael Jackson,You Rock My World - Radio Edit,4oY2T9ur7Ll5b2kpBlcWcb,0.819,0.774,-2.53,0.101,0.0297,0.000626,0.0896,0.947,95.004,265933.0,0.0,4oY2T9ur7Ll5b2kpBlcWcb
Miguel,Girls Like You,4qE2iDO78w5uHs03R8V7FQ,0.512,0.718,-6.795,0.118,0.000871,3.71e-05,0.0917,0.291,167.72,203680.0,2.0,4qE2iDO78w5uHs03R8V7FQ
Aaron Tveit,Do You Hear The People Sing?,0g8H61FNXHHhMVHB0jwdzH,0.328,0.384,-10.323,0.0379,0.886,0.0,0.143,0.504,76.744,123160.0,1.0,0g8H61FNXHHhMVHB0jwdzH
Elizabeth Mitchell,You Are My Sunshine (Version 1),1va0w9M5N3w2xhCeXGQAZ0,0.477,0.179,-17.071,0.0356,0.908,0.000458,0.213,0.605,172.046,168827.0,1.0,1va0w9M5N3w2xhCeXGQAZ0
Skid Row,I Remember You,3ZPCqx2W8U6lOS6hM5xSBR,0.474,0.704,-6.425,0.0277,0.000962,7.25e-05,0.194,0.475,88.25,314027.0,6.0,3ZPCqx2W8U6lOS6hM5xSBR
Andy Mineo,You Can't Stop Me,3ieh7TBN3gAZCAaOYsoOZt,0.781,0.8,-5.185,0.173,0.0438,0.0,0.244,0.47,146.007,239962.0,0.0,3ieh7TBN3gAZCAaOYsoOZt
A Tribe Called Quest,Conrad Tokyo,3MDcFMG1AYBPcRpYOdwDYl,0.675,0.608,-7.233,0.0836,0.602,0.0387,0.103,0.24,95.245,211987.0,1.0,3MDcFMG1AYBPcRpYOdwDYl
G-Unit,Wanna Get To Know You,1dHJETCn2X1R1YwVlMvSza,0.513,0.826,-3.651,0.132,0.106,0.0,0.0675,0.889,76.91,265027.0,0.0,1dHJETCn2X1R1YwVlMvSza
Anti-Flag,This Is the End (For You My Friend),1jvqZQtbBGK5GJCGT615ao,0.546,0.875,-3.631,0.0445,0.0205,0.0,0.0669,0.765,101.693,192067.0,4.0,1jvqZQtbBGK5GJCGT615ao
NCT U,"WITHOUT YOU (Sung by JAEHYUN, DOYOUNG, TAEIL)",3E0E6NKYsg3NyRCbJYVZ6B,0.578,0.942,-1.693,0.0556,0.0428,0.0,0.0833,0.53,127.835,205533.0,4.0,3E0E6NKYsg3NyRCbJYVZ6B
Moonstar88,Migraine,7zzZmpw8L66ZPjH1M6qmOs,0.664,0.537,-6.0,0.029,0.217,2.88e-06,0.118,0.221,115.049,267960.0,6.0,7zzZmpw8L66ZPjH1M6qmOs
Cole Swindell,Remember Boys,1wIQScwb3Y2Kn3Pk85FXb8,0.532,0.448,-7.682,0.0375,0.834,0.0,0.112,0.248,77.126,181320.0,1.0,1wIQScwb3Y2Kn3Pk85FXb8
Eminem,Careful What You Wish For,4R2ibsoF3A9Tv64DjEfyj9,0.634,0.601,-5.614,0.429,0.141,0.0,0.326,0.601,68.423,227187.0,0.0,4R2ibsoF3A9Tv64DjEfyj9
Alison Krauss,I Never Cared For You,4gVq2eyryBNlo6fwzBJEWk,0.429,0.523,-8.474,0.0369,0.509,3.92e-05,0.165,0.366,92.28,165773.0,1.0,4gVq2eyryBNlo6fwzBJEWk
King Topher,Praise You,4Tq6vGhVNFpkHc77IH7w4V,0.704,0.638,-6.704,0.0331,0.121,0.0034,0.12,0.195,125.1,192000.0,6.0,4Tq6vGhVNFpkHc77IH7w4V
Kehlani,Be Alright,1B3jkf6CyuiF8CQcKlUx9y,0.546,0.669,-6.004,0.0584,0.489,0.0,0.11,0.4,100.037,174618.0,6.0,1B3jkf6CyuiF8CQcKlUx9y
Eric Nam,Good For You,1L9X1uzSZoPwyVzFOIOKDh,0.597,0.581,-4.803,0.0298,0.473,0.0,0.0958,0.38,85.901,195293.0,6.0,1L9X1uzSZoPwyVzFOIOKDh
Wild Belle,Keep You,1eREJIBdqeCcqNCB1pbz7w,0.64,0.893,-5.795,0.0475,0.0406,0.00738,0.0735,0.919,133.973,210613.0,4.0,1eREJIBdqeCcqNCB1pbz7w
Sly & The Family Stone,Thank You (Falettinme Be Mice Elf Agin) - Single Version,4lAnpiPDvKqpJGK38ax35t,0.899,0.77,-11.011,0.0602,0.368,0.000312,0.101,0.932,105.739,287827.0,0.0,4lAnpiPDvKqpJGK38ax35t
City and Colour,Northern Blues,1pgu2kB9vX6J25FYj3MzjL,0.447,0.646,-6.555,0.0344,0.0384,0.000488,0.122,0.545,79.438,290040.0,6.0,1pgu2kB9vX6J25FYj3MzjL
The PropheC,Think About You,622IG5TFw7N6MZzv7nxk3x,0.596,0.74,-3.541,0.0289,0.075,0.0,0.161,0.282,92.006,200399.0,6.0,622IG5TFw7N6MZzv7nxk3x
Dua Lipa,Thinking 'Bout You - DECCO Remix,67hG7mINhRMBqIsB1DK27d,0.655,0.577,-6.514,0.0394,0.114,0.0,0.158,0.196,94.994,229624.0,6.0,67hG7mINhRMBqIsB1DK27d
Falling In Reverse,I'm Not A Vampire,7l0Lr7Tl4Gt8hQj4v3rwtf,0.235,0.965,-2.882,0.28,0.00887,0.0,0.0448,0.322,185.278,231840.0,2.0,7l0Lr7Tl4Gt8hQj4v3rwtf
Pablo Monte,Sunbeam,6maebXZzQmzs805GU8UuhY,0.464,0.177,-17.137,0.0295,0.753,0.965,0.109,0.0399,126.016,217062.0,7.0,6maebXZzQmzs805GU8UuhY
LeAnn Rimes,Can't Fight The Moonlight,2AogRMqARWyUP7VQ3gmSoY,0.628,0.834,-6.341,0.0497,0.403,0.0,0.051,0.626,97.865,215507.0,6.0,2AogRMqARWyUP7VQ3gmSoY
Stone Temple Pilots,Plush - Acoustic,3ftHrCjsTUPLgI48m67byk,0.643,0.364,-11.018,0.04,0.715,0.0,0.659,0.283,133.377,230293.0,3.0,3ftHrCjsTUPLgI48m67byk
Wiz Khalifa,You and Your Friends (feat. Snoop Dogg & Ty Dolla $ign),1eL8wZKx7CVJVbZG12becL,0.783,0.662,-6.124,0.0415,0.126,0.0,0.101,0.523,96.987,186373.0,6.0,1eL8wZKx7CVJVbZG12becL
EDEN,and,5cIZoKmBiFgjabaBG0D9fO,0.329,0.266,-13.297,0.0346,0.958,0.111,0.528,0.08,111.472,133359.0,1.0,5cIZoKmBiFgjabaBG0D9fO
Syn Cole,It's You - Radio Edit,00S35gEf40z03JTJgvQMqi,0.646,0.831,-4.164,0.0523,0.11,1.04e-05,0.134,0.486,127.957,211875.0,6.0,00S35gEf40z03JTJgvQMqi
The Rolling Stones,Miss You - Remastered 1993,7j3rPeNrEG38UU2gPA42Qs,0.871,0.521,-8.705,0.0305,0.0851,0.00786,0.0356,0.964,109.989,214533.0,0.0,7j3rPeNrEG38UU2gPA42Qs
Juls,With You,5sGJIH6BOv6LCUH1VQ19RP,0.785,0.459,-9.316,0.21,0.0556,0.0,0.0688,0.596,101.067,283873.0,0.0,5sGJIH6BOv6LCUH1VQ19RP
RUNAGROUND,Chase You Down (Extended Version),4c1IODyQlQGsii81AAVZx3,0.691,0.735,-7.567,0.0394,0.00358,0.00056,0.188,0.499,123.002,266341.0,6.0,4c1IODyQlQGsii81AAVZx3
Tayler Buono,Something About You,32kjKZcT3CueBEJR7wca6v,0.359,0.635,-6.036,0.153,0.0951,1.3e-05,0.106,0.155,84.001,206853.0,6.0,32kjKZcT3CueBEJR7wca6v
Coldplay,Fix You,6YAbIZPjyQ5euHxyxUgRoQ,0.206,0.47,-7.205,0.0333,0.125,0.000454,0.0907,0.137,139.076,277400.0,2.0,6YAbIZPjyQ5euHxyxUgRoQ
SoMo,You Can Buy Everything,4j87e6euMOfqjz6Ge2eBnh,0.697,0.618,-5.355,0.0317,0.249,0.0,0.147,0.38,114.065,180640.0,6.0,4j87e6euMOfqjz6Ge2eBnh
Dom Dolla,You,766ngeTKA2AJEyzTKELhkN,0.744,0.726,-5.717,0.0561,0.0147,7.69e-05,0.388,0.213,121.995,222020.0,6.0,766ngeTKA2AJEyzTKELhkN
Jon Pardi,Up All Night,6qewYf1Su9xeaAp9iEQpUw,0.549,0.713,-4.935,0.0306,0.185,0.0,0.112,0.463,162.989,209640.0,2.0,6qewYf1Su9xeaAp9iEQpUw
Kehlani,How That Taste,5kYZbBLAGrrhFKNbOs6D95,0.437,0.873,-3.327,0.377,0.229,0.0,0.464,0.506,73.05,152596.0,0.0,5kYZbBLAGrrhFKNbOs6D95
A Tribe Called Quest,Black Spasmodic,1qju0WsEHiDZoOBBDp8aAk,0.879,0.575,-6.175,0.281,0.0851,9.62e-06,0.55,0.588,95.008,183587.0,0.0,1qju0WsEHiDZoOBBDp8aAk
Nico & Vinz,That's How You Know (feat. Kid Ink & Bebe Rexha),3icbmPGKTsKAa0IinkizCM,0.769,0.437,-6.406,0.0363,0.44,0.0,0.116,0.737,103.921,186443.0,0.0,3icbmPGKTsKAa0IinkizCM
Kungs,To Describe You,2w48maGgT5iq9ZvEt87nIt,0.883,0.384,-11.525,0.0634,0.281,0.75,0.0881,0.831,125.037,269320.0,5.0,2w48maGgT5iq9ZvEt87nIt
Akon,Be With You,6XLAuIC4H6sQy9IP30yosM,0.665,0.73,-7.524,0.106,0.0808,3.84e-05,0.0661,0.718,173.839,231013.0,4.0,6XLAuIC4H6sQy9IP30yosM
